transactionDate,employee_employeeId,employee_employeeCode,employee_employeeName,paymentType,transactionDetails,amount
1/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
1/30/2022,,NIL,NIL,Sadar Expenses,Tea,100
1/30/2022,,NIL,NIL,Sadar Expenses,Meals+ Water Bottle+ Tiffen,300
1/31/2022,,NIL,NIL,Sadar Expenses,Tea,100
2/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/3/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,7500
2/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/3/2022,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
2/3/2022,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
2/3/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
2/3/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,10000
2/3/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,5000
2/3/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
2/3/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,16000
2/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/9/2022,,NIL,NIL,Subscription to News papers,News Paper Bill,230
2/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/11/2022,,NIL,NIL,Plant Maintenance,Coconuts+ Pooja Samanulu,60
2/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/12/2022,,NIL,NIL,Plant Maintenance,Paints Bill,7685
2/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/12/2022,,NIL,NIL,Plant Maintenance,Pipe Samanulu,910
2/12/2022,,NIL,NIL,Sadar Expenses,Meals [morning+ Night],600
2/13/2022,,NIL,NIL,Sadar Expenses,Meals,350
2/13/2022,,NIL,NIL,Formalities paid to others,Sales Tax Mamulu,500
2/13/2022,,NIL,NIL,Sadar Expenses,Tea,100
2/13/2022,,NIL,NIL,Sadar Expenses,Meals,300
2/14/2022,,NIL,NIL,Plant Maintenance,Bricks 200*6= 1200+kirayi 300,1500
2/14/2022,,NIL,NIL,Plant Maintenance,Cement Bags 10*350,3500
2/14/2022,,NIL,NIL,Plant Maintenance,Cement Bags Kirayi,200
2/14/2022,,NIL,NIL,Sadar Expenses,Tea,100
2/14/2022,,NIL,NIL,Sadar Expenses,Meals,300
2/14/2022,,NIL,NIL,Plant Maintenance,Petrol,100
2/15/2022,,NIL,NIL,Sadar Expenses,Tea,100
2/15/2022,,NIL,NIL,Plant Maintenance,Compressure Oilbill 10/02/2022,3500
2/16/2022,,NIL,NIL,Office maintainance,Computer Repair,1800
2/16/2022,,NIL,NIL,Sadar Expenses,Meals + Corier,500
2/16/2022,,NIL,NIL,Sadar Expenses,Tea,100
2/17/2022,,NIL,NIL,Sadar Expenses,Meals,450
2/17/2022,,NIL,NIL,Labor charges paid,Ladies -4 Days-4*5=20*400/-,8000
2/17/2022,,NIL,NIL,Plant Maintenance,Ammonium Gas 3sylenders On 12-02-2022,18400
2/17/2022,,NIL,NIL,Sadar Expenses,Tea,100
2/18/2022,,NIL,NIL,Office maintainance,Cocnuts,50
2/18/2022,,NIL,NIL,Office maintainance,Muhurtham Mamulu,1500
2/18/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/21/2022,,NIL,NIL,Electricity Bills,Electricity Bill Paid,142230
2/24/2022,,NIL,NIL,Labor charges paid,Kamanu Kooli,1200
2/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/26/2022,,NIL,NIL,Furnishing & Lighiting,Led Lights- 2,260
2/26/2022,,NIL,NIL,Office maintainance,Coconuts+ Agarbatties,180
3/5/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,300
2/27/2022,,NIL,NIL,Sadar Expenses,Tea+ Meals,150
2/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
2/28/2022,,NIL,NIL,Subscription to News papers,Sakshi News Paper Advance,600
3/3/2022,,NIL,NIL,Subscription to News papers,News Paper Bill,230
3/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/7/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,200
3/3/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
3/3/2022,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
3/3/2022,,SSCS05,Satyanarayana,Salaries paid to Staff,Monthly Salary,8000
3/3/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
3/3/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
3/3/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
3/3/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
3/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/5/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,600
3/5/2022,,NIL,NIL,Office maintainance,Whitener Pen,30
3/5/2022,,NIL,NIL,Office maintainance,Printer Repair,100
3/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/6/2022,,NIL,NIL,Furnishing & Lighiting,Electrical Bulbs,1500
3/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/9/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,250
3/7/2022,,NIL,NIL,Plant Maintenance,Compressure Oil Bill On 04-03-2022,3500
3/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/13/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,200
3/16/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,200
3/3/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
3/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/12/2022,,NIL,NIL,Plant Maintenance,Motor Samanulu,100
3/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/14/2022,,NIL,NIL,Plant Maintenance,Tarpan Cloth,2950
3/14/2022,,NIL,NIL,Taxes & Licenses,Panchayathi Tax 2021,50492
3/14/2022,,NIL,NIL,Plant Maintenance,Panchayathi Tap Bill,1200
3/14/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,1000
3/14/2022,,NIL,NIL,Office maintainance,Agarabatties,100
3/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/14/2022,,NIL,NIL,Furnishing & Lighiting,3 Face Plug,100
3/16/2022,,NIL,NIL,Plant Maintenance,Motor Belt,200
3/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/20/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,200
3/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/18/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/19/2022,,NIL,NIL,Medical charges paid to staff,Medical Expenses For Hamali,500
3/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/23/2022,,NIL,NIL,Telephone Bills,Telephone Bill,600
3/25/2022,,NIL,NIL,Labor charges paid,Chillies Kamanu Kooli,300
3/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/25/2022,,NIL,NIL,Formalities paid to others,Gcc Mamullu,4500
3/25/2022,,NIL,NIL,Office maintainance,Transport Charges,500
3/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/26/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,300
4/3/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Koolifor 2 Days,600
3/26/2022,,NIL,NIL,Sadar Expenses,Tea,100
3/27/2022,,NIL,NIL,Sadar Expenses,Tea,100
3/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
3/31/2022,,NIL,NIL,Donations to Local Institutions,Padala Jagajjeevarao Chanda,3000
3/31/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/1/2022,,NIL,NIL,Plant Maintenance,For Welding Rods,1000
4/1/2022,,NIL,NIL,Sadar Expenses,Tea+ Glasses,100
4/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/4/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,400
4/6/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,200
4/4/2022,,NIL,NIL,Electricity Bills,Electricity Bill Paid,142240
4/4/2022,,NIL,NIL,Sadar Expenses,Tiffen+ Tea,100
4/4/2022,,NIL,NIL,Labor charges paid,Welder Siva,2250
4/4/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
4/4/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
4/4/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,5600
4/4/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
4/4/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
4/4/2022,,SSCS07,K.Chakradhara Rao,Salaries paid to Staff,Monthly Salary,8500
4/4/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
4/4/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
4/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/7/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,700
4/7/2022,,NIL,NIL,Plant Maintenance,News Paper Bill,230
4/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/8/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,200
4/9/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,120
4/8/2022,,NIL,NIL,Plant Maintenance,Generator Repair,1000
4/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/11/2022,,NIL,NIL,Plant Maintenance,Kamanu Kooli,400
4/14/2022,,NIL,NIL,Plant Maintenance,Kamanu Kooli,400
4/11/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,150
4/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/15/2022,,NIL,NIL,Plant Maintenance,For Water Pipes,600
4/16/2022,,NIL,NIL,Plant Maintenance,Kamanu Kooli,400
4/15/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/17/2022,,NIL,NIL,Donations to Local Institutions,Tpg Kalakarula Chanda,1000
4/17/2022,,NIL,NIL,Interenet Bill paid,Bsnl Inter Net Connection,5000
4/17/2022,,NIL,NIL,Plant Maintenance,Comnpresure Oil Bill On 02-04-2022,3500
4/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/18/2022,,NIL,NIL,Sadar Expenses,Meals,100
4/18/2022,,NIL,NIL,Sadar Expenses,Tea,100
4/19/2022,,NIL,NIL,Sadar Expenses,Tea+ Tiffen,130
4/19/2022,,NIL,NIL,Office maintainance,Pooja Samanulu,120
4/20/2022,,NIL,NIL,Plant Maintenance,Welding Rods,350
4/20/2022,,NIL,NIL,Sadar Expenses,Tea,100
4/20/2022,,NIL,NIL,Labor charges paid,Welding Siva,1500
4/20/2022,,NIL,NIL,Plant Maintenance,Brooms 2+2,200
4/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/25/2022,,NIL,NIL,Plant Maintenance,Electrical Samanulu,300
4/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/27/2022,,NIL,NIL,Sadar Expenses,Meals+tea,350
4/28/2022,,NIL,NIL,Plant Maintenance,Damaged Chillies Kamanu Kooli,300
4/28/2022,,NIL,NIL,Sadar Expenses,Tea,100
4/28/2022,,NIL,NIL,Sadar Expenses,Meals,300
4/28/2022,,NIL,NIL,Medical charges paid to staff,Medicals For Eswar,200
4/28/2022,,NIL,NIL,Labor charges paid,Vij Ravi Advance,100
4/28/2022,,NIL,NIL,Plant Maintenance,Petrol,50
4/29/2022,,NIL,NIL,Sadar Expenses,Meals 400+400,800
4/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
4/30/2022,,NIL,NIL,Plant Maintenance,Rat Killers,160
4/30/2022,,NIL,NIL,Sadar Expenses,Tea,100
4/30/2022,,NIL,NIL,Sadar Expenses,Meals,300
5/2/2022,,NIL,NIL,Sadar Expenses,Sarveswara Rao Meals,100
5/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/4/2022,,NIL,NIL,Plant Maintenance,Motor Repare Work,2100
5/4/2022,,NIL,NIL,Labor charges paid,Ladies Labour 3*5=15*400,6000
5/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/5/2022,,NIL,NIL,Plant Maintenance,Motor Winding,6000
5/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/5/2022,,NIL,NIL,Plant Maintenance,Torch Light,650
5/5/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
5/5/2022,,SSCS18,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,7500
5/5/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
5/5/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
5/5/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
5/6/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,1000
5/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/6/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
5/6/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
5/6/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
5/7/2022,,NIL,NIL,Office maintainance,News Paper Bill,230
5/7/2022,,NIL,NIL,Plant Maintenance,Meals+ Samanulu,670
5/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/6/2022,,NIL,NIL,Office maintainance,Pooja Samnulu,160
5/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/9/2022,,NIL,NIL,Printing & Stationery,Note Books,300
5/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/9/2022,,NIL,NIL,Plant Maintenance,Gas+compressure Oil On 25-04-2022,28800
5/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/11/2022,,NIL,NIL,Plant Maintenance,Dish Tv Recharge,1000
5/12/2022,,NIL,NIL,Donations to Local Institutions,Chanda,100
5/12/2022,,NIL,NIL,Plant Maintenance,Bsnl 1 Yr Plan Bill Paid,8863
5/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/13/2022,,NIL,NIL,Plant Maintenance,2 Fans Repair,800
5/13/2022,,NIL,NIL,Office maintainance,Printer Catdride Refilling,600
5/13/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,260
5/13/2022,,NIL,NIL,Plant Maintenance,R. G. Prasad Petrol,200
5/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/14/2022,,NIL,NIL,Formalities paid to others,Amc Notary,1200
5/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/14/2022,,NIL,NIL,Plant Maintenance,Petrol,100
5/15/2022,,NIL,NIL,Plant Maintenance,Oxygen Gas Cylender Advance,8000
5/15/2022,,NIL,NIL,Plant Maintenance,Gas Cylenders Auto Kirayi,650
5/15/2022,,NIL,NIL,Plant Maintenance,Gas,400
5/15/2022,,NIL,NIL,Plant Maintenance,Pipes Transport+ Kirayi,600
5/15/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/17/2022,,NIL,NIL,Plant Maintenance,Petrol,100
5/18/2022,,NIL,NIL,Sadar Expenses,Tea,100
5/18/2022,,NIL,NIL,Sadar Expenses,Meals,800
5/18/2022,,NIL,NIL,Labor charges paid,Ravi+1 = 5days Working,10000
5/18/2022,,NIL,NIL,Plant Maintenance,M. S. Pipes,14100
5/18/2022,,NIL,NIL,Plant Maintenance,M. S. Pipes,3500
5/18/2022,,NIL,NIL,Plant Maintenance,Sub Mercible Motors-2,10000
5/18/2022,,NIL,NIL,Plant Maintenance,Starter Boxes,3000
5/18/2022,,NIL,NIL,Plant Maintenance,Wire Boxes,1000
5/18/2022,,NIL,NIL,Office maintainance,Sticker Lables-10,1900
5/18/2022,,NIL,NIL,Office maintainance,Ribbons- 2,500
5/18/2022,,NIL,NIL,Plant Maintenance,Air Cutter Motor,2000
5/18/2022,,NIL,NIL,Plant Maintenance,Welding Rods,750
5/18/2022,,NIL,NIL,Plant Maintenance,Dummies,550
5/18/2022,,NIL,NIL,Plant Maintenance,Grinding Wheel,50
5/18/2022,,NIL,NIL,Plant Maintenance,Welding Glass,20
5/18/2022,,NIL,NIL,Plant Maintenance,Starter connector,140
5/18/2022,,NIL,NIL,Plant Maintenance,Petrol,100
5/19/2022,,NIL,NIL,Plant Maintenance,Greese 1kg,200
5/19/2022,,NIL,NIL,Plant Maintenance,Greese Pair Oil,130
5/19/2022,,NIL,NIL,Plant Maintenance,Trans Port,60
5/23/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,1500
5/19/2022,,NIL,NIL,Plant Maintenance,Welding Rods,1000
5/19/2022,,NIL,NIL,Sadar Expenses,Meals,950
5/19/2022,,NIL,NIL,Sadar Expenses,Tea,150
5/16/2022,,NIL,NIL,Sadar Expenses,Night Meals,500
5/19/2022,,NIL,NIL,Plant Maintenance,Pipes Kirayi,300
5/19/2022,,NIL,NIL,Plant Maintenance,Oxygen Gas+ Kirayi,850
5/20/2022,,NIL,NIL,Sadar Expenses,Meals,600
5/20/2022,,NIL,NIL,Plant Maintenance,Plastic Wire,1650
5/20/2022,,NIL,NIL,Plant Maintenance,Cement 5 Bags+ Kirayi,2050
5/20/2022,,NIL,NIL,Sadar Expenses,Meals+ Tiffen,400
5/20/2022,,NIL,NIL,Plant Maintenance,Coconuts,60
5/21/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,1100
5/21/2022,,NIL,NIL,Plant Maintenance,Old Cloths,100
5/21/2022,,NIL,NIL,Sadar Expenses,Meals,600
5/21/2022,,NIL,NIL,Plant Maintenance,Diesil Oil+ Petrol,1100
5/21/2022,,NIL,NIL,Plant Maintenance,Surf+ Spong,150
5/21/2022,,NIL,NIL,Sadar Expenses,Tea,150
5/21/2022,,NIL,NIL,Sadar Expenses,Night Meals+ Water Bottles,800
5/22/2022,,NIL,NIL,Donations to Local Institutions,Chanda,100
5/22/2022,,NIL,NIL,Sadar Expenses,Meals,400
5/22/2022,,NIL,NIL,Labor charges paid,Welding Work,20000
5/22/2022,,NIL,NIL,Sadar Expenses,Tea,100
5/22/2022,,NIL,NIL,Sadar Expenses,Night Meals,550
5/20/2022,,NIL,NIL,Sadar Expenses,Tea,200
5/27/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,1200
5/22/2022,,NIL,NIL,Donations to Local Institutions,Chanda,100
5/23/2022,,NIL,NIL,Medical charges paid to staff,Doctor Fee+ Medicines,270
5/23/2022,,NIL,NIL,Sadar Expenses,Meals,460
5/23/2022,,NIL,NIL,Sadar Expenses,Tea,100
5/23/2022,,NIL,NIL,Labor charges paid,Ladies Labour Charges 33*400,13200
5/23/2022,,NIL,NIL,Plant Maintenance,Cement Bags 5,2060
5/23/2022,,NIL,NIL,Plant Maintenance,Auto Kirayi,500
5/23/2022,,NIL,NIL,Plant Maintenance,Gas+ Nippols,600
5/23/2022,,NIL,NIL,Sadar Expenses,Tea,200
5/23/2022,,NIL,NIL,Sadar Expenses,Night Meals,400
5/24/2022,,NIL,NIL,Sadar Expenses,Meals,400
5/24/2022,,NIL,NIL,Sadar Expenses,Tea,200
5/24/2022,,NIL,NIL,Plant Maintenance,Petrol,200
5/24/2022,,NIL,NIL,Plant Maintenance,Damaged Chillies Kamanu Kooli,1000
5/24/2022,,NIL,NIL,Sadar Expenses,Drink,100
5/25/2022,,NIL,NIL,Sadar Expenses,Tea,150
5/25/2022,,NIL,NIL,Sadar Expenses,Meals,650
5/25/2022,,NIL,NIL,Sadar Expenses,Meals,550
5/26/2022,,NIL,NIL,Sadar Expenses,Meals,300
5/26/2022,,NIL,NIL,Sadar Expenses,Tea,150
5/27/2022,,NIL,NIL,Plant Maintenance,Coconuts,80
5/27/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/23/2022,,NIL,NIL,Plant Maintenance,Paints,900
5/28/2022,,NIL,NIL,Plant Maintenance,Poundry Work,300
5/28/2022,,NIL,NIL,Plant Maintenance,Petrol,150
5/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/28/2022,,NIL,NIL,Sadar Expenses,Tiffen+ Petrol,500
5/29/2022,,NIL,NIL,Plant Maintenance,Water Pipe Samanulu,500
5/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
5/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/2/2022,,SSCS19,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,7500
6/2/2022,,NIL,NIL,Plant Maintenance,Rat Biscuits,420
6/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/6/2022,,NIL,NIL,Sadar Expenses,Tea+ Tiffen,180
6/6/2022,,NIL,NIL,Plant Maintenance,Amc Licence Fee,5100
6/6/2022,,NIL,NIL,Formalities paid to others,Amc Licence Officers Mamullu,10000
6/6/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
6/6/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
6/6/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
6/6/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
6/6/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
6/6/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
6/6/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
6/8/2022,,NIL,NIL,Plant Maintenance,For Motor Samanulu,100
6/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/9/2022,,NIL,NIL,Sadar Expenses,Meals,300
6/9/2022,,NIL,NIL,Sadar Expenses,Tea,100
6/9/2022,,NIL,NIL,Plant Maintenance,Paints,600
6/9/2022,,NIL,NIL,Plant Maintenance,Petrol+ Detergent,100
6/9/2022,,NIL,NIL,Formalities paid to others,Amc Notary+ Mamulu,1000
6/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/13/2022,,NIL,NIL,Sadar Expenses,Tea+ Meals,300
6/13/2022,,NIL,NIL,Plant Maintenance,News Paper Bill,230
6/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/12/2022,,NIL,NIL,Plant Maintenance,Petrol,50
6/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/15/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,150
6/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/17/2022,,NIL,NIL,Plant Maintenance,Sealed Plaster,150
6/17/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,150
6/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/17/2022,,NIL,NIL,Office maintainance,Anjali Net Bill Remaining Balance,5000
6/19/2022,,NIL,NIL,Sadar Expenses,Tea,100
6/18/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/20/2022,,NIL,NIL,Plant Maintenance,Xerox Copies,100
6/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/21/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,1000
6/21/2022,,NIL,NIL,Plant Maintenance,Printer Catridge Refilling,300
6/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/22/2022,,NIL,NIL,Plant Maintenance,Petrol,100
6/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/24/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,100
6/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/26/2022,,NIL,NIL,Donations to Local Institutions,Chanda,100
6/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
6/30/2022,,NIL,NIL,Donations to Local Institutions,Chanda,100
6/30/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kool,450
7/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/1/2022,,NIL,NIL,Plant Maintenance,Coconuts+ Agarabatties,230
7/2/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,100
7/2/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/2/2022,,NIL,NIL,Labor charges paid,Ladies 3*400,1200
7/3/2022,,NIL,NIL,Donations to Local Institutions,Chanda,100
7/3/2022,,NIL,NIL,Plant Maintenance,Water Filter Coil,150
7/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/4/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
7/4/2022,,NIL,NIL,Plant Maintenance,Pesticides,600
7/4/2022,,NIL,NIL,Labor charges paid,Ladies 3*400,1200
7/4/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/6/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
7/6/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
